,buySpread,sellSpread,bestSpotPrice,spotAvgPrice,bestFuturePrice,futreAvgPrice,spotSlippage,futureSlippage,outOfRange_S,outOfRange_F
80,0.0,0.22404779686333084,40170.0,40185.360268509765,40260.0,40260.0,0.03823815909824462,0.0,False,False
81,0.0,0.23509669991675103,40094.14,40095.70885959691,40188.4,40166.752163449055,0.003912939888251381,0.053865883068115475,False,False
82,0.0,0.23957726366754006,39987.1,39987.659514338426,40082.9,40074.39042025265,0.0013992371000325276,0.021229950296398264,False,False
83,0.0,0.22219435015588662,40343.06,40414.668507602175,40432.7,40404.538064769986,0.17749894926705428,0.06965138422616174,True,False
84,0.0,0.3699683134315229,39998.02,40020.531062029666,40146.0,40144.78756776665,0.05628044095600012,0.0030200573739538167,False,False
85,-0.25484217796975916,0.0,39640.22,39637.911004765956,39539.2,39545.12212206929,0.005824879967984894,0.014977850005292287,False,False
86,-0.22940405364525562,0.0,39668.0,39656.66141664473,39577.0,39616.33884146358,0.028583703124098706,0.09939824004744527,False,False
87,0.0,0.24012670515506268,40516.11,40522.99793389443,40613.4,40612.13383907084,0.017000481769922204,0.0031175940186264454,False,False
88,-0.2291783783758597,0.0,42887.99,42874.921321078386,42789.7,42806.75897118314,0.03047165167127778,0.03986700346845548,False,False
89,0.0,0.4973846741085553,42834.05,42838.95846154286,43047.1,43010.252123567036,0.011459251560051585,0.08559897515271168,False,False
90,0.0,0.3882790270187146,42781.09,42781.09,42947.2,42946.24984357883,0.0,0.0022123826958865213,False,False
91,0.0,0.48510048510049125,42799.38,42811.26815669229,43007.0,42992.07464028637,0.027776469407486057,0.034704489300873526,False,False
92,0.0,0.4995185981728189,42833.24,42836.19365362748,43047.2,43018.85746793966,0.006895704428342821,0.06584059372115872,False,False
93,0.0,0.5063814540715952,42758.28,42764.07342622538,42974.8,42946.5710874189,0.013549249935647278,0.06568712962270983,False,False
94,0.0,0.4927876068104237,42748.64,42752.30516839444,42959.3,42913.501904342906,0.008573766076403259,0.10660810501357632,False,False
95,0.0,0.4181437710803261,42741.28,42748.773281905094,42920.0,42911.7065051651,0.017531720868199315,0.019323147332011462,True,False
96,0.0,0.27841722324753876,42723.65,42723.65,42842.6,42841.38921402101,0.0,0.002826126283162824,False,False
97,0.0,0.24421534228791023,42700.02,42700.02,42804.3,42801.59790018742,0.0,0.006312683100952135,False,False
98,0.0,0.483703789013014,43415.0,43415.680922755746,43625.0,43621.27273901987,0.0015684043665691496,0.008543864710898243,True,False
99,0.0,0.24220699169819432,45287.71,45288.162579796706,45397.4,45377.69272675731,0.0009993435232365274,0.04341057691120979,False,False
100,0.0,0.22818151024915864,45257.83,45257.83,45361.1,45353.14280490882,0.0,0.017541891821798213,False,False
101,0.0,0.257933414925647,45224.85,45232.40401204719,45341.5,45340.82974465478,0.016703232950893973,0.0014782381377317245,False,False
102,-0.26889837625054275,0.0,45370.3,45365.42132038152,45248.3,45253.01050066934,0.01075302481685047,0.010410337337177786,False,False
103,0.0,0.23483365949119372,45990.0,45990.0,46098.0,46094.11078602193,0.0,0.00843683886084603,False,False
104,0.0,0.2617953645950711,45974.84,45974.849784607824,46095.2,46084.870517964344,2.128252719943398e-05,0.02240901880380864,False,False
105,0.0,0.33482803399284533,45957.92,45963.98256141393,46111.8,46110.94143735822,0.013191548734005647,0.0018619152620031618,False,False
106,0.0,0.2955954642699663,45924.25,45935.850204575465,46060.0,46058.13465840642,0.025259431728258785,0.004049808062476957,False,False
107,0.0,0.2553305254522795,45932.62,45969.66784245181,46049.9,46049.9,0.08065693281116515,0.0,False,False
108,0.0,0.225378042423874,45909.53,45909.53,46013.0,46008.558152693906,0.0,0.009653461643653168,False,False
109,0.0,0.22401511343744357,46157.6,46178.76572266112,46261.0,46257.83989514056,0.045855336198417,0.006831034477072336,False,False
110,0.0,0.24214818046284017,46120.52,46120.52,46232.2,46231.34391977673,0.0,0.0018516969196096693,False,False
111,0.0,0.2649677989178043,46499.99,46499.9999163,46623.2,46621.33711378897,2.1325380940917286e-05,0.0039956206588720134,False,False
112,0.0,0.23318289275736084,46530.0,46530.0,46638.5,46626.1244868517,0.0,0.026534972497609517,False,False
113,0.0,0.3034871376703384,46552.22,46554.61454639738,46693.5,46682.71798501319,0.005143785618343442,0.02309104048060867,False,False
114,0.0,0.24856719685749867,46587.0,46591.795121325944,46702.8,46700.223445747586,0.010292831317629187,0.005516916014493407,True,False
115,0.0,0.3140713634562668,46565.85,46567.000485592805,46712.1,46712.1,0.0024706637864592715,0.0,False,False
116,0.0,0.37778470250448926,46500.03,46502.32652281757,46675.7,46671.41186455125,0.004938755561178006,0.009187083319044382,False,False
117,0.0,0.354084685164112,46415.45,46427.22541630415,46579.8,46579.8,0.02536960495730112,0.0,False,False
118,0.0,0.36094058125434064,46353.89,46364.66661981303,46521.2,46521.2,0.02324857700838895,0.0,False,False
119,0.0,0.3043102488099909,46327.72,46344.9852234816,46468.7,46468.7,0.03726758727085595,0.0,False,False
120,0.0,0.2448495927012969,46346.82,46358.68576931443,46460.3,46460.3,0.025602121816398347,0.0,False,False
121,0.0,0.23026740738136073,46367.83,46372.726601808514,46474.6,46473.02135747431,0.010560342824997545,0.003396785611255046,False,False
122,0.0,0.2350208562342783,46204.41,46227.836173197225,46313.0,46309.429165797184,0.05070116293492751,0.00771022003069463,False,False
123,0.0,0.2722309677250941,47503.78,47506.58990457188,47633.1,47631.26786016914,0.005915117853536171,0.0038463585843913294,False,False
